x,y,lat__lat,lon__long,identifier__identifiant,station_id__id_station,period_value__valeur_periode,period_group__groupe_periode,province__province,date,temp_mean__temp_moyenne,temp_mean_units__temp_moyenne_unites,temp_max__temp_max,temp_max_units__temp_max_unites,temp_min__temp_min,temp_min_units__temp_min_unites,total_precip__precip_totale,total_precip_units__precip_totale_unites,rain__pluie,rain_units__pluie_unites,snow__neige,snow_units__neige_unites,pressure_sea_level__pression_niveau_mer,pressure_sea_level_units__pression_niveau_mer_unite,pressure_station__pression_station,pressure_station_units__pression_station_unites,wind_speed__vitesse_vent,wind_speed_units__vitesse_vent_unites
-69.7,48.15,48.15,-69.7,7048320.2015.06,7048320,Jun,Monthly,QC,2015-06,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-69.7,48.15,48.15,-69.7,7048320.2015.07,7048320,Jul,Monthly,QC,2015-07,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-69.7,48.15,48.15,-69.7,7048320.2015.08,7048320,Aug,Monthly,QC,2015-08,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-69.7,48.15,48.15,-69.7,7048320.2015.09,7048320,Sep,Monthly,QC,2015-09,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-69.7,48.15,48.15,-69.7,7048320.2015.10,7048320,Oct,Monthly,QC,2015-10,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-69.7,48.15,48.15,-69.7,7048320.2015.11,7048320,Nov,Monthly,QC,2015-11,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-69.7,48.15,48.15,-69.7,7048320.2015.12,7048320,Dec,Monthly,QC,2015-12,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-69.7,48.15,48.15,-69.7,7048320.2016.01,7048320,Jan,Monthly,QC,2016-01,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-69.7,48.15,48.15,-69.7,7048320.2016.02,7048320,Feb,Monthly,QC,2016-02,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-69.7,48.15,48.15,-69.7,7048320.2016.03,7048320,Mar,Monthly,QC,2016-03,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-69.7,48.15,48.15,-69.7,7048320.2016.04,7048320,Apr,Monthly,QC,2016-04,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-69.7,48.15,48.15,-69.7,7048320.2016.05,7048320,May,Monthly,QC,2016-05,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-69.7,48.15,48.15,-69.7,7048320.2016.06,7048320,Jun,Monthly,QC,2016-06,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-69.7,48.15,48.15,-69.7,7048320.2016.07,7048320,Jul,Monthly,QC,2016-07,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-69.7,48.15,48.15,-69.7,7048320.2016.08,7048320,Aug,Monthly,QC,2016-08,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-69.7,48.15,48.15,-69.7,7048320.2016.09,7048320,Sep,Monthly,QC,2016-09,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-69.7,48.15,48.15,-69.7,7048320.2016.10,7048320,Oct,Monthly,QC,2016-10,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-69.7,48.15,48.15,-69.7,7048320.2016.11,7048320,Nov,Monthly,QC,2016-11,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-69.7,48.15,48.15,-69.7,7048320.2016.12,7048320,Dec,Monthly,QC,2016-12,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-69.7,48.15,48.15,-69.7,7048320.2017.01,7048320,Jan,Monthly,QC,2017-01,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-69.7,48.15,48.15,-69.7,7048320.2017.02,7048320,Feb,Monthly,QC,2017-02,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-69.7,48.15,48.15,-69.7,7048320.2017.03,7048320,Mar,Monthly,QC,2017-03,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-69.7,48.15,48.15,-69.7,7048320.2017.04,7048320,Apr,Monthly,QC,2017-04,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-69.7,48.15,48.15,-69.7,7048320.2017.05,7048320,May,Monthly,QC,2017-05,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-69.7,48.15,48.15,-69.7,7048320.2017.06,7048320,Jun,Monthly,QC,2017-06,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-69.7,48.15,48.15,-69.7,7048320.2017.07,7048320,Jul,Monthly,QC,2017-07,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-69.7,48.15,48.15,-69.7,7048320.2017.08,7048320,Aug,Monthly,QC,2017-08,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-69.7,48.15,48.15,-69.7,7048320.2017.09,7048320,Sep,Monthly,QC,2017-09,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-69.7,48.15,48.15,-69.7,7048320.2017.10,7048320,Oct,Monthly,QC,2017-10,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-69.7,48.15,48.15,-69.7,7048320.2017.11,7048320,Nov,Monthly,QC,2017-11,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-69.7,48.15,48.15,-69.7,7048320.2017.12,7048320,Dec,Monthly,QC,2017-12,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.1995.01,7048421,Jan,Monthly,QC,1995-01,,C,,C,,C,104.6,mm,0.1,mm,104.4,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.1995.02,7048421,Feb,Monthly,QC,1995-02,,C,,C,,C,85.2,mm,8.3,mm,76.9,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.1995.03,7048421,Mar,Monthly,QC,1995-03,,C,,C,,C,153.9,mm,0.1,mm,153.8,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.1995.04,7048421,Apr,Monthly,QC,1995-04,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.1995.05,7048421,May,Monthly,QC,1995-05,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.1995.06,7048421,Jun,Monthly,QC,1995-06,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.1995.07,7048421,Jul,Monthly,QC,1995-07,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.1995.08,7048421,Aug,Monthly,QC,1995-08,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.1995.09,7048421,Sep,Monthly,QC,1995-09,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.1995.10,7048421,Oct,Monthly,QC,1995-10,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.1995.11,7048421,Nov,Monthly,QC,1995-11,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.1995.12,7048421,Dec,Monthly,QC,1995-12,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.1996.01,7048421,Jan,Monthly,QC,1996-01,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.1996.02,7048421,Feb,Monthly,QC,1996-02,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.1996.03,7048421,Mar,Monthly,QC,1996-03,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.1996.04,7048421,Apr,Monthly,QC,1996-04,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.1996.05,7048421,May,Monthly,QC,1996-05,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.1996.06,7048421,Jun,Monthly,QC,1996-06,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.1996.07,7048421,Jul,Monthly,QC,1996-07,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.1996.08,7048421,Aug,Monthly,QC,1996-08,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.1996.09,7048421,Sep,Monthly,QC,1996-09,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.1996.10,7048421,Oct,Monthly,QC,1996-10,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.1996.11,7048421,Nov,Monthly,QC,1996-11,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.1996.12,7048421,Dec,Monthly,QC,1996-12,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.1997.01,7048421,Jan,Monthly,QC,1997-01,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.1997.02,7048421,Feb,Monthly,QC,1997-02,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.1997.03,7048421,Mar,Monthly,QC,1997-03,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.1997.04,7048421,Apr,Monthly,QC,1997-04,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.1997.05,7048421,May,Monthly,QC,1997-05,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.1997.06,7048421,Jun,Monthly,QC,1997-06,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.1997.07,7048421,Jul,Monthly,QC,1997-07,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.1997.08,7048421,Aug,Monthly,QC,1997-08,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.1997.09,7048421,Sep,Monthly,QC,1997-09,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.1997.10,7048421,Oct,Monthly,QC,1997-10,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.1997.11,7048421,Nov,Monthly,QC,1997-11,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.1997.12,7048421,Dec,Monthly,QC,1997-12,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.1998.01,7048421,Jan,Monthly,QC,1998-01,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.1998.02,7048421,Feb,Monthly,QC,1998-02,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.1998.03,7048421,Mar,Monthly,QC,1998-03,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.1998.04,7048421,Apr,Monthly,QC,1998-04,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.1998.05,7048421,May,Monthly,QC,1998-05,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.1998.06,7048421,Jun,Monthly,QC,1998-06,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.1998.07,7048421,Jul,Monthly,QC,1998-07,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.1998.08,7048421,Aug,Monthly,QC,1998-08,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.1998.09,7048421,Sep,Monthly,QC,1998-09,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.1998.10,7048421,Oct,Monthly,QC,1998-10,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.1998.11,7048421,Nov,Monthly,QC,1998-11,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.1998.12,7048421,Dec,Monthly,QC,1998-12,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.1999.01,7048421,Jan,Monthly,QC,1999-01,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.1999.02,7048421,Feb,Monthly,QC,1999-02,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.1999.03,7048421,Mar,Monthly,QC,1999-03,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.1999.04,7048421,Apr,Monthly,QC,1999-04,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.1999.05,7048421,May,Monthly,QC,1999-05,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.1999.06,7048421,Jun,Monthly,QC,1999-06,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.1999.07,7048421,Jul,Monthly,QC,1999-07,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.1999.08,7048421,Aug,Monthly,QC,1999-08,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.1999.09,7048421,Sep,Monthly,QC,1999-09,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.1999.10,7048421,Oct,Monthly,QC,1999-10,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.1999.11,7048421,Nov,Monthly,QC,1999-11,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.1999.12,7048421,Dec,Monthly,QC,1999-12,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.2000.01,7048421,Jan,Monthly,QC,2000-01,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.2000.02,7048421,Feb,Monthly,QC,2000-02,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.2000.03,7048421,Mar,Monthly,QC,2000-03,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.2000.04,7048421,Apr,Monthly,QC,2000-04,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.2000.05,7048421,May,Monthly,QC,2000-05,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.2000.06,7048421,Jun,Monthly,QC,2000-06,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.2000.07,7048421,Jul,Monthly,QC,2000-07,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.2000.08,7048421,Aug,Monthly,QC,2000-08,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.2000.09,7048421,Sep,Monthly,QC,2000-09,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.2000.10,7048421,Oct,Monthly,QC,2000-10,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.2000.11,7048421,Nov,Monthly,QC,2000-11,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.2000.12,7048421,Dec,Monthly,QC,2000-12,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.2001.01,7048421,Jan,Monthly,QC,2001-01,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.2001.02,7048421,Feb,Monthly,QC,2001-02,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.2001.03,7048421,Mar,Monthly,QC,2001-03,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
